1,1,9.99000999000999E-4,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m1, n: n1, o: o2, p: p1])
263,2,0.2627372627372627,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d1, e: e1, g: g2, f: f2, h: h1, i: i1, j: j1, k: k1, l: l1, m: m1, n: n2, o: o1, p: p1])
264,1,0.26373626373626374,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
264,2,0.26373626373626374,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m2, n: n2, o: o2, p: p1])
265,1,0.2647352647352647,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
265,2,0.2647352647352647,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, e: e2, g: g1, f: f2, h: h2, i: i2, j: j1, k: k1, l: l2, m: m1, n: n2, o: o2, p: p2])
266,1,0.26573426573426573,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
266,2,0.26573426573426573,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h1, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
267,1,0.26673326673326675,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
267,2,0.26673326673326675,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e1, g: g1, f: f1, h: h1, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o1, p: p1])
268,1,0.2677322677322677,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
268,2,0.2677322677322677,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d1, e: e1, g: g1, f: f1, h: h2, i: i2, j: j1, k: k2, l: l2, m: m2, n: n1, o: o2, p: p1])
269,1,0.26873126873126874,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
269,2,0.26873126873126874,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d1, e: e2, g: g2, f: f2, h: h1, i: i2, j: j1, k: k2, l: l2, m: m2, n: n2, o: o2, p: p2])
270,1,0.26973026973026976,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
270,2,0.26973026973026976,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, e: e1, g: g2, f: f2, h: h1, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o1, p: p2])
271,1,0.2707292707292707,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
271,2,0.2707292707292707,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g1, f: f1, h: h1, i: i1, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
272,1,0.27172827172827174,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
272,2,0.27172827172827174,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, e: e2, g: g1, f: f1, h: h1, i: i1, j: j2, k: k2, l: l1, m: m2, n: n1, o: o1, p: p1])
273,1,0.2727272727272727,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
273,2,0.2727272727272727,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, e: e1, g: g1, f: f2, h: h1, i: i2, j: j2, k: k1, l: l1, m: m1, n: n2, o: o1, p: p1])
274,1,0.27372627372627373,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
274,2,0.27372627372627373,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e1, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m2, n: n2, o: o2, p: p1])
275,1,0.27472527472527475,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
275,2,0.27472527472527475,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c1, d: d2, e: e2, g: g2, f: f2, h: h1, i: i2, j: j2, k: k1, l: l1, m: m1, n: n2, o: o2, p: p2])
276,1,0.2757242757242757,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
276,2,0.2757242757242757,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e2, g: g1, f: f1, h: h1, i: i1, j: j2, k: k1, l: l1, m: m2, n: n1, o: o2, p: p1])
277,1,0.27672327672327673,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
277,2,0.27672327672327673,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d1, e: e2, g: g2, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m2, n: n1, o: o2, p: p2])
278,1,0.2777222777222777,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
278,2,0.2777222777222777,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c1, d: d1, e: e2, g: g1, f: f2, h: h1, i: i1, j: j1, k: k2, l: l1, m: m2, n: n2, o: o1, p: p1])
279,1,0.2787212787212787,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
279,2,0.2787212787212787,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e1, g: g1, f: f1, h: h1, i: i1, j: j2, k: k1, l: l1, m: m1, n: n2, o: o1, p: p2])
280,1,0.27972027972027974,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
280,2,0.27972027972027974,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e1, g: g1, f: f1, h: h1, i: i1, j: j2, k: k2, l: l1, m: m1, n: n1, o: o1, p: p1])
281,1,0.2807192807192807,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
281,2,0.2807192807192807,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, e: e1, g: g2, f: f1, h: h1, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
282,1,0.2817182817182817,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
282,2,0.2817182817182817,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g2, f: f2, h: h2, i: i2, j: j1, k: k1, l: l1, m: m1, n: n1, o: o2, p: p1])
283,1,0.2827172827172827,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
283,2,0.2827172827172827,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e1, g: g2, f: f1, h: h2, i: i1, j: j1, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
284,1,0.2837162837162837,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
284,2,0.2837162837162837,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, e: e1, g: g2, f: f2, h: h1, i: i1, j: j1, k: k2, l: l2, m: m1, n: n1, o: o1, p: p1])
285,1,0.28471528471528473,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
285,2,0.28471528471528473,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, e: e2, g: g2, f: f1, h: h2, i: i1, j: j1, k: k1, l: l1, m: m2, n: n1, o: o1, p: p1])
286,1,0.2857142857142857,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
286,2,0.2857142857142857,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g2, f: f1, h: h1, i: i2, j: j2, k: k2, l: l2, m: m2, n: n1, o: o1, p: p1])
287,1,0.2867132867132867,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
287,2,0.2867132867132867,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d1, e: e2, g: g2, f: f1, h: h1, i: i1, j: j2, k: k2, l: l2, m: m1, n: n2, o: o1, p: p2])
288,1,0.28771228771228774,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
288,2,0.28771228771228774,RandomBidderExample@33,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d1, e: e1, g: g2, f: f2, h: h2, i: i1, j: j1, k: k2, l: l1, m: m1, n: n1, o: o2, p: p1])
289,1,0.2887112887112887,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
289,2,0.2887112887112887,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c1, d: d1, e: e1, g: g1, f: f1, h: h1, i: i1, j: j2, k: k1, l: l1, m: m1, n: n1, o: o1, p: p1])
290,1,0.2897102897102897,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
290,2,0.2897102897102897,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, e: e1, g: g2, f: f2, h: h1, i: i1, j: j1, k: k2, l: l2, m: m2, n: n1, o: o2, p: p2])
291,1,0.2907092907092907,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
291,2,0.2907092907092907,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d1, e: e2, g: g2, f: f1, h: h1, i: i2, j: j2, k: k1, l: l1, m: m2, n: n1, o: o1, p: p2])
292,1,0.2917082917082917,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
292,2,0.2917082917082917,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d1, e: e2, g: g2, f: f2, h: h1, i: i1, j: j2, k: k2, l: l1, m: m1, n: n2, o: o1, p: p2])
293,1,0.29270729270729273,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n2, o: o2, p: p1])
293,2,0.29270729270729273,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e2, g: g1, f: f1, h: h2, i: i2, j: j1, k: k2, l: l2, m: m2, n: n2, o: o2, p: p2])
294,1,0.2937062937062937,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n1, o: o2, p: p1])
294,2,0.2937062937062937,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b1, c: c1, d: d1, e: e2, g: g2, f: f1, h: h2, i: i1, j: j2, k: k1, l: l2, m: m2, n: n1, o: o1, p: p1])
295,1,0.2947052947052947,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n1, o: o2, p: p1])
295,2,0.2947052947052947,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e1, g: g1, f: f2, h: h1, i: i2, j: j1, k: k1, l: l2, m: m2, n: n2, o: o2, p: p1])
296,1,0.2957042957042957,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n1, o: o2, p: p1])
296,2,0.2957042957042957,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e1, g: g1, f: f1, h: h2, i: i2, j: j1, k: k1, l: l2, m: m1, n: n2, o: o2, p: p1])
297,1,0.2967032967032967,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n1, o: o2, p: p1])
297,2,0.2967032967032967,RandomBidderExample@33,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d1, e: e1, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l1, m: m2, n: n2, o: o2, p: p1])
298,1,0.2977022977022977,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@32,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k2, l: l2, m: m1, n: n1, o: o2, p: p1])
