1,1,9.99000999000999E-4,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
110,1,0.10989010989010989,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: Local cuisine, Shopping: Streets, Culture: Congress center, Sport: Outdoor activities, Environment: Monuments])
110,2,0.10989010989010989,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
111,1,0.1108891108891109,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Outdoor activities, Environment: Monuments])
111,2,0.1108891108891109,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
112,1,0.11188811188811189,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Palace])
112,2,0.11188811188811189,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
113,1,0.11288711288711288,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
113,2,0.11288711288711288,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
114,1,0.11388611388611389,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
114,2,0.11388611388611389,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
115,1,0.11488511488511488,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Amusement park, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Adventure, Environment: Monuments])
115,2,0.11488511488511488,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
116,1,0.11588411588411589,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Museum, Sport: Bike tours, Environment: Monuments])
116,2,0.11588411588411589,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
117,1,0.11688311688311688,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: International cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Hiking, Environment: Monuments])
117,2,0.11688311688311688,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
118,1,0.11788211788211789,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
118,2,0.11788211788211789,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
119,1,0.11888111888111888,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Music hall, Sport: Hiking, Environment: Monuments])
119,2,0.11888111888111888,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
120,1,0.11988011988011989,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Amusement park, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
120,2,0.11988011988011989,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
121,1,0.12087912087912088,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Congress center, Sport: Bike tours, Environment: Monuments])
121,2,0.12087912087912088,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
122,1,0.12187812187812187,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Zoo, Culinary: Local cuisine, Shopping: Markets, Culture: Theater, Sport: Indoor activities, Environment: Monuments])
122,2,0.12187812187812187,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
123,1,0.12287712287712288,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: Local cuisine, Shopping: Markets, Culture: Museum, Sport: Outdoor activities, Environment: Monuments])
123,2,0.12287712287712288,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
124,1,0.12387612387612387,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Cinema, Sport: Adventure, Environment: Monuments])
124,2,0.12387612387612387,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
125,1,0.12487512487512488,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Monuments])
125,2,0.12487512487512488,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
126,1,0.1258741258741259,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: Local cuisine, Shopping: Streets, Culture: Theater, Sport: Outdoor activities, Environment: Monuments])
126,2,0.1258741258741259,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
127,1,0.12687312687312688,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: Local cuisine, Shopping: Streets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
127,2,0.12687312687312688,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
128,1,0.12787212787212787,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Congress center, Sport: Adventure, Environment: Monuments])
128,2,0.12787212787212787,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
129,1,0.12887112887112886,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Art gallery, Sport: Bike tours, Environment: Palace])
129,2,0.12887112887112886,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
130,1,0.12987012987012986,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Museum, Sport: Hiking, Environment: Monuments])
130,2,0.12987012987012986,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
131,1,0.13086913086913088,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Zoo, Culinary: Local cuisine, Shopping: Markets, Culture: Art gallery, Sport: Hiking, Environment: Monuments])
131,2,0.13086913086913088,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
132,1,0.13186813186813187,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
132,2,0.13186813186813187,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
133,1,0.13286713286713286,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Music hall, Sport: Bike tours, Environment: Monuments])
133,2,0.13286713286713286,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
134,1,0.13386613386613386,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Markets, Culture: Congress center, Sport: Bike tours, Environment: Monuments])
134,2,0.13386613386613386,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
135,1,0.13486513486513488,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Art gallery, Sport: Hiking, Environment: Monuments])
135,2,0.13486513486513488,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
136,1,0.13586413586413587,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Zoo, Culinary: International cuisine, Shopping: Streets, Culture: Art gallery, Sport: Bike tours, Environment: Monuments])
136,2,0.13586413586413587,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
137,1,0.13686313686313686,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Art gallery, Sport: Hiking, Environment: Monuments])
137,2,0.13686313686313686,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
138,1,0.13786213786213786,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: Local cuisine, Shopping: Streets, Culture: Cinema, Sport: Indoor activities, Environment: Monuments])
138,2,0.13786213786213786,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
139,1,0.13886113886113885,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Excursion, Culinary: International cuisine, Shopping: Streets, Culture: Theater, Sport: Hiking, Environment: Monuments])
139,2,0.13886113886113885,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
140,1,0.13986013986013987,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightclubs, Culinary: International cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Hiking, Environment: Monuments])
140,2,0.13986013986013987,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
141,1,0.14085914085914086,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Streets, Culture: Congress center, Sport: Outdoor activities, Environment: Monuments])
141,2,0.14085914085914086,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
142,1,0.14185814185814186,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Zoo, Culinary: International cuisine, Shopping: Small boutiques, Culture: Museum, Sport: Indoor activities, Environment: Monuments])
142,2,0.14185814185814186,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
143,1,0.14285714285714285,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
143,2,0.14285714285714285,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
144,1,0.14385614385614387,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Special streets])
144,2,0.14385614385614387,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
145,1,0.14485514485514486,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Art gallery, Sport: Hiking, Environment: Monuments])
145,2,0.14485514485514486,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
146,1,0.14585414585414586,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: Local cuisine, Shopping: Streets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
146,2,0.14585414585414586,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
147,1,0.14685314685314685,AgentI@2,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Palace])
147,2,0.14685314685314685,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@3,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
