1,1,9.99000999000999E-4,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
70,1,0.06993006993006994,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
70,2,0.06993006993006994,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Ham, Vegetables: Beans, Drinks: Energy Drinks])
71,1,0.07092907092907093,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
71,2,0.07092907092907093,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Cheese, Vegetables: Beans, Drinks: Energy Drinks])
72,1,0.07192807192807193,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
72,2,0.07192807192807193,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Candy, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
73,1,0.07292707292707293,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
73,2,0.07292707292707293,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
74,1,0.07392607392607392,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
74,2,0.07392607392607392,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
75,1,0.07492507492507493,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
75,2,0.07492507492507493,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Salami, Vegetables: Beans, Drinks: Energy Drinks])
76,1,0.07592407592407592,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
76,2,0.07592407592407592,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Salami, Vegetables: Beans, Drinks: Energy Drinks])
77,1,0.07692307692307693,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
77,2,0.07692307692307693,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
78,1,0.07792207792207792,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
78,2,0.07792207792207792,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
79,1,0.07892107892107893,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
79,2,0.07892107892107893,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Doughnuts, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
80,1,0.07992007992007992,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
80,2,0.07992007992007992,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
81,1,0.08091908091908091,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
81,2,0.08091908091908091,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
82,1,0.08191808191808192,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
82,2,0.08191808191808192,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Nachos, Spreads: Egg Salad, Vegetables: Beans, Drinks: Energy Drinks])
83,1,0.08291708291708291,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
83,2,0.08291708291708291,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Nachos, Spreads: Egg Salad, Vegetables: Beans, Drinks: Energy Drinks])
84,1,0.08391608391608392,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
84,2,0.08391608391608392,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Candy, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
85,1,0.08491508491508491,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
85,2,0.08491508491508491,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Egg Salad, Vegetables: Beans, Drinks: Energy Drinks])
86,1,0.08591408591408592,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
86,2,0.08591408591408592,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
87,1,0.08691308691308691,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
87,2,0.08691308691308691,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Grapes, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
88,1,0.08791208791208792,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
88,2,0.08791208791208792,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Salami, Vegetables: Beans, Drinks: Energy Drinks])
89,1,0.08891108891108891,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
89,2,0.08891108891108891,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Popcorn, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
90,1,0.0899100899100899,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
90,2,0.0899100899100899,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Chocolate, Vegetables: Beans, Drinks: Energy Drinks])
91,1,0.09090909090909091,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
91,2,0.09090909090909091,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Jam, Vegetables: Tomatos, Drinks: Energy Drinks])
92,1,0.0919080919080919,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
92,2,0.0919080919080919,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Jam, Vegetables: Tomatos, Drinks: Energy Drinks])
93,1,0.09290709290709291,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
93,2,0.09290709290709291,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Candy, Spreads: Jam, Vegetables: Tomatos, Drinks: Energy Drinks])
94,1,0.0939060939060939,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
94,2,0.0939060939060939,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Carrots, Drinks: Energy Drinks])
95,1,0.09490509490509491,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
95,2,0.09490509490509491,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Nachos, Spreads: Salami, Vegetables: Beans, Drinks: Energy Drinks])
96,1,0.0959040959040959,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
96,2,0.0959040959040959,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Grapes, Snacks: Doughnuts, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
97,1,0.0969030969030969,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
97,2,0.0969030969030969,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Carrots, Drinks: Energy Drinks])
98,1,0.0979020979020979,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
98,2,0.0979020979020979,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Leek, Drinks: Energy Drinks])
99,1,0.0989010989010989,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
99,2,0.0989010989010989,Atlas3@3,(Offer  bid:Bid[Bread type: Baguette, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
100,1,0.0999000999000999,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
100,2,0.0999000999000999,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Nachos, Spreads: Cheese, Vegetables: Beans, Drinks: Energy Drinks])
101,1,0.1008991008991009,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
101,2,0.1008991008991009,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Egg Salad, Vegetables: Beans, Drinks: Energy Drinks])
102,1,0.1018981018981019,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
102,2,0.1018981018981019,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
103,1,0.1028971028971029,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
103,2,0.1028971028971029,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Egg Salad, Vegetables: Beans, Drinks: Energy Drinks])
104,1,0.1038961038961039,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
104,2,0.1038961038961039,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
105,1,0.1048951048951049,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
105,2,0.1048951048951049,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Leek, Drinks: Energy Drinks])
106,1,0.10589410589410589,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
106,2,0.10589410589410589,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Grapes, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
107,1,0.1068931068931069,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
107,2,0.1068931068931069,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Grapes, Snacks: Doughnuts, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
108,1,0.10789210789210789,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
108,2,0.10789210789210789,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Candy, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
109,1,0.1088911088911089,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
109,2,0.1088911088911089,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Popcorn, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
110,1,0.10989010989010989,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
110,2,0.10989010989010989,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Oranges, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
111,1,0.1108891108891109,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
111,2,0.1108891108891109,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Ham, Vegetables: Beans, Drinks: Energy Drinks])
112,1,0.11188811188811189,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
112,2,0.11188811188811189,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Cookies, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
113,1,0.11288711288711288,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
113,2,0.11288711288711288,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Peanut butter, Vegetables: Beans, Drinks: Energy Drinks])
114,1,0.11388611388611389,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
114,2,0.11388611388611389,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Cheese, Vegetables: Beans, Drinks: Energy Drinks])
115,1,0.11488511488511488,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
115,2,0.11488511488511488,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Ham, Vegetables: Beans, Drinks: Energy Drinks])
116,1,0.11588411588411589,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
116,2,0.11588411588411589,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Candy, Spreads: Ham, Vegetables: Beans, Drinks: Energy Drinks])
117,1,0.11688311688311688,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
117,2,0.11688311688311688,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Peanut butter, Vegetables: Beans, Drinks: Energy Drinks])
118,1,0.11788211788211789,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
118,2,0.11788211788211789,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Leek, Drinks: Energy Drinks])
119,1,0.11888111888111888,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
119,2,0.11888111888111888,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Ham, Vegetables: Beans, Drinks: Energy Drinks])
120,1,0.11988011988011989,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
120,2,0.11988011988011989,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Salami, Vegetables: Beans, Drinks: Energy Drinks])
121,1,0.12087912087912088,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
121,2,0.12087912087912088,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Peanut butter, Vegetables: Beans, Drinks: Energy Drinks])
122,1,0.12187812187812187,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
122,2,0.12187812187812187,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Doughnuts, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
123,1,0.12287712287712288,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
123,2,0.12287712287712288,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Potato Chips, Spreads: Egg Salad, Vegetables: Tomatos, Drinks: Energy Drinks])
124,1,0.12387612387612387,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
124,2,0.12387612387612387,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Doughnuts, Spreads: Jam, Vegetables: Carrots, Drinks: Energy Drinks])
125,1,0.12487512487512488,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
125,2,0.12487512487512488,Atlas3@3,(Offer  bid:Bid[Bread type: Baguette, Fruit: Apples, Snacks: Cookies, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
126,1,0.1258741258741259,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
126,2,0.1258741258741259,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Popcorn, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
127,1,0.12687312687312688,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
127,2,0.12687312687312688,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Peanut butter, Vegetables: Beans, Drinks: Energy Drinks])
128,1,0.12787212787212787,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
128,2,0.12787212787212787,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Grapes, Snacks: Potato Chips, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
129,1,0.12887112887112886,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
129,2,0.12887112887112886,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Melons, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
130,1,0.12987012987012986,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
130,2,0.12987012987012986,Atlas3@3,(Offer  bid:Bid[Bread type: Baguette, Fruit: Apples, Snacks: Doughnuts, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
131,1,0.13086913086913088,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
131,2,0.13086913086913088,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Carrots, Drinks: Energy Drinks])
132,1,0.13186813186813187,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
132,2,0.13186813186813187,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Doughnuts, Spreads: Egg Salad, Vegetables: Beans, Drinks: Energy Drinks])
133,1,0.13286713286713286,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
133,2,0.13286713286713286,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Cherries, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
134,1,0.13386613386613386,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
134,2,0.13386613386613386,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Potato Chips, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
135,1,0.13486513486513488,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
135,2,0.13486513486513488,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Apples, Snacks: Chocolate bars, Spreads: Jam, Vegetables: Leek, Drinks: Energy Drinks])
136,1,0.13586413586413587,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
136,2,0.13586413586413587,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Melons, Snacks: Chocolate bars, Spreads: Egg Salad, Vegetables: Beans, Drinks: Energy Drinks])
137,1,0.13686313686313686,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
137,2,0.13686313686313686,Atlas3@3,(Offer  bid:Bid[Bread type: Baguette, Fruit: Apples, Snacks: Nachos, Spreads: Jam, Vegetables: Beans, Drinks: Energy Drinks])
138,1,0.13786213786213786,shimizu_agent@2,(Offer  bid:Bid[Bread type: Baguette, Fruit: Pears, Snacks: Popcorn, Spreads: Peanut butter, Vegetables: Spinach, Drinks: Energy Drinks])
138,2,0.13786213786213786,Atlas3@3,(Offer  bid:Bid[Bread type: Plain bread, Fruit: Strawberries, Snacks: Popcorn, Spreads: Egg Salad, Vegetables: Beans, Drinks: Energy Drinks])
